_id,date,center_name,attendance_count
49180501,2012-02-24,Magee Community Center,19
49180502,2012-02-23,Arlington Community Center,47
49180503,2012-02-23,Ammon Community Center,37
49180504,2012-02-23,Jefferson Community Center,41
49180505,2012-02-23,Brookline Community Center,196
49180506,2012-02-23,Paulson Community Center,89
49180507,2012-02-23,Warrington Community Center,94
49180508,2012-02-23,Phillips Community Center,5
49180509,2012-02-23,West Penn Community Center,135
49180510,2012-02-23,Magee Community Center,35
49180511,2012-02-23,Ormsby Community Center,43
49180512,2012-02-22,Ammon Community Center,54
49180513,2012-02-22,Arlington Community Center,92
49180514,2012-02-22,Brookline Community Center,200
49180515,2012-02-22,Jefferson Community Center,42
49180516,2012-02-22,Paulson Community Center,38
49180517,2012-02-22,Phillips Community Center,36
49180518,2012-02-22,Warrington Community Center,79
49180519,2012-02-22,West Penn Community Center,102
49180520,2012-02-22,Ormsby Community Center,65
49180521,2012-02-22,Magee Community Center,31
49180522,2012-02-21,Arlington Community Center,44
49180523,2012-02-21,Ammon Community Center,158
49180524,2012-02-21,Jefferson Community Center,42
49180525,2012-02-21,Brookline Community Center,143
49180526,2012-02-21,Paulson Community Center,41
49180527,2012-02-21,Warrington Community Center,98
49180528,2012-02-21,Phillips Community Center,22
49180529,2012-02-21,West Penn Community Center,134
49180530,2012-02-21,Magee Community Center,19
49180531,2012-02-21,Ormsby Community Center,48
49180532,2012-02-20,Ammon Community Center,156
49180533,2012-02-20,Arlington Community Center,79
49180534,2012-02-20,Brookline Community Center,333
49180535,2012-02-20,Jefferson Community Center,50
49180536,2012-02-20,Paulson Community Center,44
49180537,2012-02-20,Phillips Community Center,29
49180538,2012-02-20,Warrington Community Center,79
49180539,2012-02-20,West Penn Community Center,122
49180540,2012-02-20,Ormsby Community Center,49
49180541,2012-02-20,Magee Community Center,24
49180542,2012-02-19,West Penn Community Center,112
49180543,2012-02-18,Ammon Community Center,28
49180544,2012-02-18,Jefferson Community Center,14
49180545,2012-02-18,Brookline Community Center,237
49180546,2012-02-18,Paulson Community Center,13
49180547,2012-02-18,West Penn Community Center,94
49180548,2012-02-18,Magee Community Center,29
49180549,2012-02-18,Ormsby Community Center,1
49180550,2012-02-17,Ammon Community Center,63
49180551,2012-02-17,Arlington Community Center,35
49180552,2012-02-17,Brookline Community Center,118
49180553,2012-02-17,Jefferson Community Center,51
49180554,2012-02-17,Paulson Community Center,47
49180555,2012-02-17,Warrington Community Center,74
49180556,2012-02-17,Phillips Community Center,41
49180557,2012-02-17,West Penn Community Center,99
49180558,2012-02-17,Ormsby Community Center,24
49180559,2012-02-17,Magee Community Center,37
49180560,2012-02-16,Arlington Community Center,81
49180561,2012-02-16,Ammon Community Center,170
49180562,2012-02-16,Jefferson Community Center,47
49180563,2012-02-16,Brookline Community Center,187
49180564,2012-02-16,Paulson Community Center,77
49180565,2012-02-16,Phillips Community Center,49
49180566,2012-02-16,Warrington Community Center,90
49180567,2012-02-16,West Penn Community Center,117
49180568,2012-02-16,Magee Community Center,78
49180569,2012-02-16,Ormsby Community Center,45
49180570,2012-02-15,Ammon Community Center,37
49180571,2012-02-15,Arlington Community Center,59
49180572,2012-02-15,Brookline Community Center,199
49180573,2012-02-15,Jefferson Community Center,41
49180574,2012-02-15,Paulson Community Center,25
49180575,2012-02-15,Warrington Community Center,94
49180576,2012-02-15,Phillips Community Center,35
49180577,2012-02-15,West Penn Community Center,75
49180578,2012-02-15,Ormsby Community Center,51
49180579,2012-02-15,Magee Community Center,66
49180580,2012-02-14,Arlington Community Center,48
49180581,2012-02-14,Ammon Community Center,316
49180582,2012-02-14,Jefferson Community Center,41
49180583,2012-02-14,Brookline Community Center,169
49180584,2012-02-14,Paulson Community Center,32
49180585,2012-02-14,Phillips Community Center,42
49180586,2012-02-14,Warrington Community Center,62
49180587,2012-02-14,West Penn Community Center,47
49180588,2012-02-14,Magee Community Center,20
49180589,2012-02-13,Ammon Community Center,218
49180590,2012-02-13,Arlington Community Center,51
49180591,2012-02-13,Brookline Community Center,197
49180592,2012-02-13,Jefferson Community Center,38
49180593,2012-02-13,Paulson Community Center,21
49180594,2012-02-13,Warrington Community Center,90
49180595,2012-02-13,Phillips Community Center,23
49180596,2012-02-13,West Penn Community Center,141
49180597,2012-02-13,Magee Community Center,41
49180598,2012-02-13,Ormsby Community Center,63
49180599,2012-02-12,West Penn Community Center,169
49180600,2012-02-11,Ammon Community Center,1
49180601,2012-02-11,Jefferson Community Center,8
49180602,2012-02-11,Brookline Community Center,214
49180603,2012-02-11,Paulson Community Center,16
49180604,2012-02-11,Phillips Community Center,32
49180605,2012-02-11,West Penn Community Center,244
49180606,2012-02-11,Ormsby Community Center,3
49180607,2012-02-11,Magee Community Center,11
49180608,2012-02-10,Ammon Community Center,36
49180609,2012-02-10,Arlington Community Center,40
49180610,2012-02-10,Brookline Community Center,101
49180611,2012-02-10,Jefferson Community Center,50
49180612,2012-02-10,Paulson Community Center,37
49180613,2012-02-10,Phillips Community Center,35
49180614,2012-02-10,Warrington Community Center,35
49180615,2012-02-10,West Penn Community Center,174
49180616,2012-02-10,Magee Community Center,28
49180617,2012-02-10,Ormsby Community Center,47
49180618,2012-02-09,Arlington Community Center,70
49180619,2012-02-09,Ammon Community Center,27
49180620,2012-02-09,Jefferson Community Center,44
49180621,2012-02-09,Brookline Community Center,211
49180622,2012-02-09,Paulson Community Center,33
49180623,2012-02-09,Warrington Community Center,60
49180624,2012-02-09,Phillips Community Center,32
49180625,2012-02-09,West Penn Community Center,137
49180626,2012-02-09,Ormsby Community Center,142
49180627,2012-02-09,Magee Community Center,76
49180628,2012-02-08,Ammon Community Center,108
49180629,2012-02-08,Arlington Community Center,45
49180630,2012-02-08,Brookline Community Center,191
49180631,2012-02-08,Jefferson Community Center,31
49180632,2012-02-08,Paulson Community Center,59
49180633,2012-02-08,Phillips Community Center,41
49180634,2012-02-08,Warrington Community Center,64
49180635,2012-02-08,West Penn Community Center,82
49180636,2012-02-08,Magee Community Center,70
49180637,2012-02-08,Ormsby Community Center,83
49180638,2012-02-07,Arlington Community Center,24
49180639,2012-02-07,Ammon Community Center,190
49180640,2012-02-07,Jefferson Community Center,21
49180641,2012-02-07,Brookline Community Center,230
49180642,2012-02-07,Paulson Community Center,17
49180643,2012-02-07,Warrington Community Center,87
49180644,2012-02-07,Phillips Community Center,49
49180645,2012-02-07,West Penn Community Center,39
49180646,2012-02-07,Ormsby Community Center,63
49180647,2012-02-07,Magee Community Center,32
49180648,2012-02-06,Ammon Community Center,107
49180649,2012-02-06,Arlington Community Center,30
49180650,2012-02-06,Brookline Community Center,269
49180651,2012-02-06,Jefferson Community Center,16
49180652,2012-02-06,Paulson Community Center,45
49180653,2012-02-06,Phillips Community Center,38
49180654,2012-02-06,Warrington Community Center,61
49180655,2012-02-06,West Penn Community Center,95
49180656,2012-02-06,Magee Community Center,45
49180657,2012-02-06,Ormsby Community Center,64
49180658,2012-02-05,West Penn Community Center,96
49180659,2012-02-04,Ammon Community Center,24
49180660,2012-02-04,Jefferson Community Center,1
49180661,2012-02-04,Brookline Community Center,243
49180662,2012-02-04,Paulson Community Center,17
49180663,2012-02-04,West Penn Community Center,128
49180664,2012-02-04,Ormsby Community Center,201
49180665,2012-02-04,Magee Community Center,68
49180666,2012-02-03,Ammon Community Center,123
49180667,2012-02-03,Arlington Community Center,39
49180668,2012-02-03,Brookline Community Center,128
49180669,2012-02-03,Jefferson Community Center,15
49180670,2012-02-03,Paulson Community Center,63
49180671,2012-02-03,Warrington Community Center,43
49180672,2012-02-03,Phillips Community Center,33
49180673,2012-02-03,West Penn Community Center,77
49180674,2012-02-03,Magee Community Center,33
49180675,2012-02-03,Ormsby Community Center,39
49180676,2012-02-02,Arlington Community Center,54
49180677,2012-02-02,Ammon Community Center,29
49180678,2012-02-02,Brookline Community Center,181
49180679,2012-02-02,Paulson Community Center,54
49180680,2012-02-02,Phillips Community Center,25
49180681,2012-02-02,Warrington Community Center,69
49180682,2012-02-02,West Penn Community Center,133
49180683,2012-02-02,Ormsby Community Center,83
49180684,2012-02-02,Magee Community Center,57
49180685,2012-02-01,Ammon Community Center,44
49180686,2012-02-01,Arlington Community Center,62
49180687,2012-02-01,Brookline Community Center,351
49180688,2012-02-01,Paulson Community Center,20
49180689,2012-02-01,Warrington Community Center,66
49180690,2012-02-01,Phillips Community Center,62
49180691,2012-02-01,West Penn Community Center,70
49180692,2012-02-01,Magee Community Center,53
49180693,2012-02-01,Ormsby Community Center,70
49180694,2012-01-31,Arlington Community Center,49
49180695,2012-01-31,Ammon Community Center,40
49180696,2012-01-31,Brookline Community Center,227
49180697,2012-01-31,Jefferson Community Center,23
49180698,2012-01-31,Paulson Community Center,46
49180699,2012-01-31,Phillips Community Center,67
49180700,2012-01-31,Warrington Community Center,65
49180701,2012-01-31,West Penn Community Center,43
49180702,2012-01-31,Ormsby Community Center,57
49180703,2012-01-31,Magee Community Center,26
49180704,2012-01-30,Ammon Community Center,134
49180705,2012-01-30,Arlington Community Center,43
49180706,2012-01-30,Jefferson Community Center,16
49180707,2012-01-30,Brookline Community Center,230
49180708,2012-01-30,Paulson Community Center,46
49180709,2012-01-30,Warrington Community Center,29
49180710,2012-01-30,Phillips Community Center,92
49180711,2012-01-30,West Penn Community Center,114
49180712,2012-01-30,Magee Community Center,47
49180713,2012-01-30,Ormsby Community Center,76
49180714,2012-01-29,Paulson Community Center,19
49180715,2012-01-29,West Penn Community Center,6
49180716,2012-01-29,Ormsby Community Center,1
49180717,2012-01-28,Ammon Community Center,110
49180718,2012-01-28,Brookline Community Center,267
49180719,2012-01-28,Paulson Community Center,22
49180720,2012-01-28,Phillips Community Center,105
49180721,2012-01-28,West Penn Community Center,81
49180722,2012-01-28,Ormsby Community Center,28
49180723,2012-01-28,Magee Community Center,219
49180724,2012-01-27,Ammon Community Center,32
49180725,2012-01-27,Arlington Community Center,22
49180726,2012-01-27,Brookline Community Center,136
49180727,2012-01-27,Jefferson Community Center,18
49180728,2012-01-27,Paulson Community Center,19
49180729,2012-01-27,Phillips Community Center,60
49180730,2012-01-27,Warrington Community Center,74
49180731,2012-01-27,West Penn Community Center,86
49180732,2012-01-27,Magee Community Center,30
49180733,2012-01-27,Ormsby Community Center,52
49180734,2012-01-26,Arlington Community Center,65
49180735,2012-01-26,Ammon Community Center,155
49180736,2012-01-26,Jefferson Community Center,24
49180737,2012-01-26,Brookline Community Center,241
49180738,2012-01-26,Warrington Community Center,74
49180739,2012-01-26,Phillips Community Center,33
49180740,2012-01-26,West Penn Community Center,125
49180741,2012-01-26,Ormsby Community Center,78
49180742,2012-01-26,Magee Community Center,64
49180743,2012-01-25,Ammon Community Center,82
49180744,2012-01-25,Arlington Community Center,54
49180745,2012-01-25,Brookline Community Center,243
49180746,2012-01-25,Jefferson Community Center,16
49180747,2012-01-25,Paulson Community Center,4
49180748,2012-01-25,Phillips Community Center,42
49180749,2012-01-25,Warrington Community Center,82
49180750,2012-01-25,West Penn Community Center,58
49180751,2012-01-25,Magee Community Center,29
49180752,2012-01-25,Ormsby Community Center,84
49180753,2012-01-24,Arlington Community Center,44
49180754,2012-01-24,Ammon Community Center,173
49180755,2012-01-24,Jefferson Community Center,18
49180756,2012-01-24,Brookline Community Center,217
49180757,2012-01-24,Paulson Community Center,46
49180758,2012-01-24,Warrington Community Center,102
49180759,2012-01-24,Phillips Community Center,49
49180760,2012-01-24,West Penn Community Center,47
49180761,2012-01-24,Ormsby Community Center,187
49180762,2012-01-24,Magee Community Center,39
49180763,2012-01-23,Ammon Community Center,58
49180764,2012-01-23,Arlington Community Center,55
49180765,2012-01-23,Brookline Community Center,329
49180766,2012-01-23,Jefferson Community Center,18
49180767,2012-01-23,Paulson Community Center,30
49180768,2012-01-23,Phillips Community Center,7
49180769,2012-01-23,Warrington Community Center,70
49180770,2012-01-23,West Penn Community Center,107
49180771,2012-01-23,Magee Community Center,86
49180772,2012-01-23,Ormsby Community Center,90
49180773,2012-01-22,West Penn Community Center,9
49180774,2012-01-22,Magee Community Center,118
49180775,2012-01-21,Jefferson Community Center,2
49180776,2012-01-21,Brookline Community Center,65
49180777,2012-01-21,Paulson Community Center,15
49180778,2012-01-20,Arlington Community Center,25
49180779,2012-01-20,Ammon Community Center,31
49180780,2012-01-20,Brookline Community Center,76
49180781,2012-01-20,Paulson Community Center,36
49180782,2012-01-20,Warrington Community Center,47
49180783,2012-01-20,Phillips Community Center,35
49180784,2012-01-20,West Penn Community Center,54
49180785,2012-01-20,Magee Community Center,45
49180786,2012-01-20,Ormsby Community Center,23
49180787,2012-01-19,Ammon Community Center,137
49180788,2012-01-19,Arlington Community Center,112
49180789,2012-01-19,Brookline Community Center,204
49180790,2012-01-19,Jefferson Community Center,13
49180791,2012-01-19,Paulson Community Center,28
49180792,2012-01-19,Phillips Community Center,39
49180793,2012-01-19,Warrington Community Center,55
49180794,2012-01-19,West Penn Community Center,109
49180795,2012-01-19,Ormsby Community Center,37
49180796,2012-01-19,Magee Community Center,52
49180797,2012-01-18,Arlington Community Center,66
49180798,2012-01-18,Ammon Community Center,111
49180799,2012-01-18,Jefferson Community Center,12
49180800,2012-01-18,Brookline Community Center,209
49180801,2012-01-18,Paulson Community Center,57
49180802,2012-01-18,Warrington Community Center,75
49180803,2012-01-18,Phillips Community Center,52
49180804,2012-01-18,West Penn Community Center,76
49180805,2012-01-18,Magee Community Center,64
49180806,2012-01-18,Ormsby Community Center,77
49180807,2012-01-17,Ammon Community Center,173
49180808,2012-01-17,Arlington Community Center,43
49180809,2012-01-17,Brookline Community Center,205
49180810,2012-01-17,Jefferson Community Center,14
49180811,2012-01-17,Paulson Community Center,54
49180812,2012-01-17,Phillips Community Center,70
49180813,2012-01-17,Warrington Community Center,114
49180814,2012-01-17,West Penn Community Center,82
49180815,2012-01-17,Ormsby Community Center,89
49180816,2012-01-17,Magee Community Center,54
49180817,2012-01-15,West Penn Community Center,10
49180818,2012-01-15,Ormsby Community Center,6
49180819,2012-01-14,Jefferson Community Center,7
49180820,2012-01-14,Brookline Community Center,295
49180821,2012-01-14,Paulson Community Center,16
49180822,2012-01-14,Phillips Community Center,74
49180823,2012-01-14,West Penn Community Center,22
49180824,2012-01-14,Ormsby Community Center,21
49180825,2012-01-14,Magee Community Center,151
49180826,2012-01-13,Ammon Community Center,20
49180827,2012-01-13,Brookline Community Center,61
49180828,2012-01-13,Jefferson Community Center,18
49180829,2012-01-13,Paulson Community Center,72
49180830,2012-01-13,Phillips Community Center,49
49180831,2012-01-13,Warrington Community Center,3
49180832,2012-01-13,West Penn Community Center,76
49180833,2012-01-13,Magee Community Center,38
49180834,2012-01-13,Ormsby Community Center,20
49180835,2012-01-12,Ammon Community Center,28
49180836,2012-01-12,Jefferson Community Center,19
49180837,2012-01-12,Brookline Community Center,271
49180838,2012-01-12,Arlington Field,9
49180839,2012-01-12,Paulson Community Center,50
49180840,2012-01-12,Warrington Community Center,94
49180841,2012-01-12,Phillips Community Center,43
49180842,2012-01-12,West Penn Community Center,119
49180843,2012-01-12,Ormsby Community Center,79
49180844,2012-01-12,Magee Community Center,28
49180845,2012-01-11,Ammon Community Center,91
49180846,2012-01-11,Brookline Community Center,219
49180847,2012-01-11,Jefferson Community Center,18
49180848,2012-01-11,Paulson Community Center,48
49180849,2012-01-11,Phillips Community Center,45
49180850,2012-01-11,Warrington Community Center,97
49180851,2012-01-11,West Penn Community Center,101
49180852,2012-01-11,Magee Community Center,45
49180853,2012-01-11,Ormsby Community Center,65
49180854,2012-01-10,Ammon Community Center,177
49180855,2012-01-10,Jefferson Community Center,16
49180856,2012-01-10,Brookline Community Center,212
49180857,2012-01-10,Paulson Community Center,41
49180858,2012-01-10,Warrington Community Center,108
49180859,2012-01-10,Phillips Community Center,55
49180860,2012-01-10,West Penn Community Center,65
49180861,2012-01-10,Ormsby Community Center,58
49180862,2012-01-10,Magee Community Center,18
49180863,2012-01-09,Ammon Community Center,136
49180864,2012-01-09,Brookline Community Center,223
49180865,2012-01-09,Jefferson Community Center,13
49180866,2012-01-09,Paulson Community Center,47
49180867,2012-01-09,Phillips Community Center,187
49180868,2012-01-09,West Penn Community Center,134
49180869,2012-01-09,Magee Community Center,36
49180870,2012-01-09,Ormsby Community Center,100
49180871,2012-01-08,West Penn Community Center,10
49180872,2012-01-07,Brookline Community Center,260
49180873,2012-01-07,Phillips Community Center,104
49180874,2012-01-07,West Penn Community Center,300
49180875,2012-01-07,Ormsby Community Center,9
49180876,2012-01-06,Brookline Community Center,229
49180877,2012-01-06,Jefferson Community Center,25
49180878,2012-01-06,Paulson Community Center,22
49180879,2012-01-06,Phillips Community Center,68
49180880,2012-01-06,Warrington Community Center,47
49180881,2012-01-06,West Penn Community Center,86
49180882,2012-01-06,Ormsby Community Center,29
49180883,2012-01-06,Magee Community Center,9
49180884,2012-01-05,Ammon Community Center,173
49180885,2012-01-05,Jefferson Community Center,21
49180886,2012-01-05,Brookline Community Center,219
49180887,2012-01-05,Paulson Community Center,35
49180888,2012-01-05,Warrington Community Center,104
49180889,2012-01-05,Phillips Community Center,30
49180890,2012-01-05,West Penn Community Center,126
49180891,2012-01-05,Magee Community Center,10
49180892,2012-01-05,Ormsby Community Center,77
49180893,2012-01-05,Mellon Tennis Center,2
49180894,2012-01-04,Ammon Community Center,144
49180895,2012-01-04,Brookline Community Center,259
49180896,2012-01-04,Jefferson Community Center,13
49180897,2012-01-04,Paulson Community Center,36
49180898,2012-01-04,Phillips Community Center,33
49180899,2012-01-04,Warrington Community Center,80
49180900,2012-01-04,West Penn Community Center,106
49180901,2012-01-04,Mellon Tennis Center,2
49180902,2012-01-04,Ormsby Community Center,62
49180903,2012-01-04,Magee Community Center,51
49180904,2012-01-03,Ammon Community Center,127
49180905,2012-01-03,Jefferson Community Center,17
49180906,2012-01-03,Brookline Community Center,81
49180907,2012-01-03,Paulson Community Center,40
49180908,2012-01-03,Warrington Community Center,89
49180909,2012-01-03,Phillips Community Center,28
49180910,2012-01-03,West Penn Community Center,50
49180911,2012-01-03,Magee Community Center,16
49180912,2012-01-03,Ormsby Community Center,48
49180913,2011-12-30,Ammon Community Center,124
49180914,2011-12-30,Brookline Community Center,75
49180915,2011-12-30,Jefferson Community Center,19
49180916,2011-12-30,Paulson Community Center,24
49180917,2011-12-30,Phillips Community Center,16
49180918,2011-12-30,Warrington Community Center,28
49180919,2011-12-30,West Penn Community Center,24
49180920,2011-12-30,Ormsby Community Center,14
49180921,2011-12-30,Magee Community Center,9
49180922,2011-12-29,Ammon Community Center,25
49180923,2011-12-29,Jefferson Community Center,9
49180924,2011-12-29,Brookline Community Center,111
49180925,2011-12-29,Paulson Community Center,23
49180926,2011-12-29,Warrington Community Center,26
49180927,2011-12-29,Phillips Community Center,27
49180928,2011-12-29,West Penn Community Center,23
49180929,2011-12-29,Ormsby Community Center,28
49180930,2011-12-28,Ammon Community Center,22
49180931,2011-12-28,Brookline Community Center,108
49180932,2011-12-28,Jefferson Community Center,11
49180933,2011-12-28,Paulson Community Center,29
49180934,2011-12-28,Phillips Community Center,55
49180935,2011-12-28,Warrington Community Center,47
49180936,2011-12-28,West Penn Community Center,46
49180937,2011-12-28,Ormsby Community Center,19
49180938,2011-12-28,Magee Community Center,8
49180939,2011-12-27,Ammon Community Center,29
49180940,2011-12-27,Jefferson Community Center,19
49180941,2011-12-27,Brookline Community Center,94
49180942,2011-12-27,Highland Pool,11
49180943,2011-12-27,Paulson Community Center,31
49180944,2011-12-27,Warrington Community Center,35
49180945,2011-12-27,Phillips Community Center,54
49180946,2011-12-27,West Penn Community Center,58
49180947,2011-12-27,Ormsby Community Center,14
49180948,2011-12-23,Ammon Community Center,64
49180949,2011-12-23,Brookline Community Center,85
49180950,2011-12-23,Jefferson Community Center,7
49180951,2011-12-23,Paulson Community Center,5
49180952,2011-12-23,Phillips Community Center,20
49180953,2011-12-23,Warrington Community Center,20
49180954,2011-12-23,West Penn Community Center,27
49180955,2011-12-23,Ormsby Community Center,12
49180956,2011-12-23,Magee Community Center,13
49180957,2011-12-22,Ammon Community Center,78
49180958,2011-12-22,Brookline Community Center,240
49180959,2011-12-22,Jefferson Community Center,22
49180960,2011-12-22,Paulson Community Center,30
49180961,2011-12-22,Warrington Community Center,89
49180962,2011-12-22,Phillips Community Center,58
49180963,2011-12-22,West Penn Community Center,39
49180964,2011-12-22,Magee Community Center,34
49180965,2011-12-22,Ormsby Community Center,64
49180966,2011-12-21,Ammon Community Center,261
49180967,2011-12-21,Arlington Community Center,169
49180968,2011-12-21,Jefferson Community Center,11
49180969,2011-12-21,Paulson Community Center,43
49180970,2011-12-21,Phillips Community Center,37
49180971,2011-12-21,Warrington Community Center,84
49180972,2011-12-21,West Penn Community Center,92
49180973,2011-12-21,Ormsby Community Center,62
49180974,2011-12-20,Ammon Community Center,139
49180975,2011-12-20,Jefferson Community Center,22
49180976,2011-12-20,Brookline Community Center,173
49180977,2011-12-20,Paulson Community Center,61
49180978,2011-12-20,Warrington Community Center,90
49180979,2011-12-20,Phillips Community Center,37
49180980,2011-12-20,West Penn Community Center,76
49180981,2011-12-20,Ormsby Community Center,59
49180982,2011-12-19,Brookline Community Center,156
49180983,2011-12-19,Jefferson Community Center,16
49180984,2011-12-19,Paulson Community Center,57
49180985,2011-12-19,Phillips Community Center,46
49180986,2011-12-19,Warrington Community Center,112
49180987,2011-12-19,West Penn Community Center,93
49180988,2011-12-19,Ormsby Community Center,64
49180989,2011-12-18,West Penn Community Center,16
49180990,2011-12-17,Jefferson Community Center,5
49180991,2011-12-17,Brookline Community Center,230
49180992,2011-12-17,Paulson Community Center,6
49180993,2011-12-17,Phillips Community Center,68
49180994,2011-12-17,West Penn Community Center,71
49180995,2011-12-17,Ormsby Community Center,15
49180996,2011-12-16,Ammon Community Center,283
49180997,2011-12-16,Brookline Community Center,156
49180998,2011-12-16,Jefferson Community Center,20
49180999,2011-12-16,Paulson Community Center,9
49181000,2011-12-16,Phillips Community Center,75
49181001,2011-12-16,Warrington Community Center,67
49181002,2011-12-16,West Penn Community Center,61
49181003,2011-12-16,Ormsby Community Center,25
49181004,2011-12-15,Ammon Community Center,311
49181005,2011-12-15,Jefferson Community Center,21
49181006,2011-12-15,Brookline Community Center,144
49181007,2011-12-15,Paulson Community Center,31
49181008,2011-12-15,Warrington Community Center,115
49181009,2011-12-15,Phillips Community Center,36
49181010,2011-12-15,West Penn Community Center,36
49181011,2011-12-15,Ormsby Community Center,48
49181012,2011-12-14,Ammon Community Center,148
49181013,2011-12-14,Brookline Community Center,182
49181014,2011-12-14,Jefferson Community Center,21
49181015,2011-12-14,Paulson Community Center,31
49181016,2011-12-14,Phillips Community Center,50
49181017,2011-12-14,Warrington Community Center,106
49181018,2011-12-14,West Penn Community Center,73
49181019,2011-12-14,Ormsby Community Center,76
49181020,2011-12-13,Ammon Community Center,112
49181021,2011-12-13,Jefferson Community Center,19
49181022,2011-12-13,Brookline Community Center,223
49181023,2011-12-13,Paulson Community Center,57
49181024,2011-12-13,Warrington Community Center,92
49181025,2011-12-13,Phillips Community Center,35
49181026,2011-12-13,West Penn Community Center,71
49181027,2011-12-13,Ormsby Community Center,70
49181028,2011-12-13,Magee Community Center,6
49181029,2011-12-12,Ammon Community Center,152
49181030,2011-12-12,Brookline Community Center,180
49181031,2011-12-12,Jefferson Community Center,21
49181032,2011-12-12,Paulson Community Center,67
49181033,2011-12-12,Phillips Community Center,59
49181034,2011-12-12,Warrington Community Center,101
49181035,2011-12-12,West Penn Community Center,95
49181036,2011-12-12,Magee Community Center,129
49181037,2011-12-12,Ormsby Community Center,71
49181038,2011-12-11,West Penn Community Center,69
49181039,2011-12-11,Ormsby Community Center,12
49181040,2011-12-10,Jefferson Community Center,6
49181041,2011-12-10,Brookline Community Center,215
49181042,2011-12-10,Paulson Community Center,11
49181043,2011-12-10,Warrington Community Center,4
49181044,2011-12-10,Phillips Community Center,3
49181045,2011-12-10,West Penn Community Center,78
49181046,2011-12-09,Ammon Community Center,127
49181047,2011-12-09,Brookline Community Center,134
49181048,2011-12-09,Jefferson Community Center,18
49181049,2011-12-09,Phillips Community Center,48
49181050,2011-12-09,Warrington Community Center,60
49181051,2011-12-09,West Penn Community Center,70
49181052,2011-12-09,Ormsby Community Center,19
49181053,2011-12-08,Ammon Community Center,107
49181054,2011-12-08,Jefferson Community Center,29
49181055,2011-12-08,Brookline Community Center,156
49181056,2011-12-08,Paulson Community Center,36
49181057,2011-12-08,Warrington Community Center,96
49181058,2011-12-08,Phillips Community Center,37
49181059,2011-12-08,West Penn Community Center,35
49181060,2011-12-08,Ormsby Community Center,52
49181061,2011-12-08,Magee Community Center,3
49181062,2011-12-07,Ammon Community Center,16
49181063,2011-12-07,Ammon Park,1
49181064,2011-12-07,Brookline Community Center,206
49181065,2011-12-07,Jefferson Community Center,19
49181066,2011-12-07,Paulson Community Center,35
49181067,2011-12-07,Phillips Community Center,61
49181068,2011-12-07,Warrington Community Center,112
49181069,2011-12-07,West Penn Community Center,49
49181070,2011-12-07,Magee Community Center,7
49181071,2011-12-07,Ormsby Community Center,93
49181072,2011-12-06,Ammon Community Center,177
49181073,2011-12-06,Jefferson Community Center,23
49181074,2011-12-06,Brookline Community Center,208
49181075,2011-12-06,Paulson Community Center,34
49181076,2011-12-06,Warrington Community Center,105
49181077,2011-12-06,Phillips Community Center,48
49181078,2011-12-06,West Penn Community Center,34
49181079,2011-12-06,Ormsby Community Center,64
49181080,2011-12-05,Ammon Community Center,203
49181081,2011-12-05,Brookline Community Center,188
49181082,2011-12-05,Paulson Community Center,43
49181083,2011-12-05,Phillips Community Center,53
49181084,2011-12-05,Warrington Community Center,78
49181085,2011-12-05,West Penn Community Center,92
49181086,2011-12-05,Ormsby Community Center,114
49181087,2011-12-05,Magee Community Center,1
49181088,2011-12-04,West Penn Community Center,49
49181089,2011-12-03,Brookline Community Center,276
49181090,2011-12-03,Jefferson Community Center,9
49181091,2011-12-03,Paulson Community Center,4
49181092,2011-12-03,West Penn Community Center,92
49181093,2011-12-03,Ormsby Community Center,28
49181094,2011-12-02,Ammon Community Center,32
49181095,2011-12-02,Jefferson Community Center,12
49181096,2011-12-02,Brookline Community Center,76
49181097,2011-12-02,Paulson Community Center,83
49181098,2011-12-02,Warrington Community Center,73
49181099,2011-12-02,Phillips Community Center,31
49181100,2011-12-02,West Penn Community Center,175
49181101,2011-12-02,Ormsby Community Center,31
49181102,2011-12-01,Ammon Community Center,114
49181103,2011-12-01,Brookline Community Center,135
49181104,2011-12-01,Jefferson Community Center,17
49181105,2011-12-01,Paulson Community Center,54
49181106,2011-12-01,Phillips Community Center,54
49181107,2011-12-01,Warrington Community Center,100
49181108,2011-12-01,West Penn Community Center,27
49181109,2011-12-01,Ormsby Community Center,49
49181110,2011-11-30,Ammon Community Center,122
49181111,2011-11-30,Jefferson Community Center,14
49181112,2011-11-30,Brookline Community Center,220
49181113,2011-11-30,Paulson Community Center,41
49181114,2011-11-30,Warrington Community Center,101
49181115,2011-11-30,Phillips Community Center,24
49181116,2011-11-30,West Penn Community Center,93
49181117,2011-11-30,Ormsby Community Center,62
49181118,2011-11-29,Ammon Community Center,91
49181119,2011-11-29,Brookline Community Center,210
49181120,2011-11-29,Jefferson Community Center,17
49181121,2011-11-29,Paulson Community Center,57
49181122,2011-11-29,Phillips Community Center,53
49181123,2011-11-29,Warrington Community Center,126
49181124,2011-11-29,West Penn Community Center,79
49181125,2011-11-29,Ormsby Community Center,37
49181126,2011-11-28,Ammon Community Center,150
49181127,2011-11-28,Jefferson Community Center,15
49181128,2011-11-28,Brookline Community Center,185
49181129,2011-11-28,Paulson Community Center,37
49181130,2011-11-28,Warrington Community Center,94
49181131,2011-11-28,Phillips Community Center,55
49181132,2011-11-28,West Penn Community Center,64
